,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,GenusSpecies
46728,MTD4941,Thermoplasma acidophila,Root Growth Rate,11.9352,h^-1,3.32e-05,s^-1,62.30114825,Celsius,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,acidophilum,,,Thermoplasma acidophilum
46729,MTD4941,Thermoplasma acidophila,Root Growth Rate,25.1579,h^-1,6.99e-05,s^-1,59.29017739,Celsius,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,acidophilum,,,Thermoplasma acidophilum
46730,MTD4941,Thermoplasma acidophila,Root Growth Rate,17.6145,h^-1,4.8899999999999996e-05,s^-1,56.9091466,Celsius,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,acidophilum,,,Thermoplasma acidophilum
46731,MTD4941,Thermoplasma acidophila,Root Growth Rate,19.6749,h^-1,5.47e-05,s^-1,55.902362100000005,Celsius,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,acidophilum,,,Thermoplasma acidophilum
46732,MTD4941,Thermoplasma acidophila,Root Growth Rate,7.2699,h^-1,2.02e-05,s^-1,49.46706967,Celsius,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,acidophilum,,,Thermoplasma acidophilum
46733,MTD4941,Thermoplasma acidophila,Root Growth Rate,3.24335,h^-1,9.01e-06,s^-1,45.38727682,Celsius,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,acidophilum,,,Thermoplasma acidophilum
46811,MTD4953,Pyrococcus abyssi,specific Growth,0.00214403,h^-1,6e-07,s^-1,68.0382,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi
46812,MTD4953,Pyrococcus abyssi,specific Growth,0.15011300000000002,h^-1,4.1700000000000004e-05,s^-1,72.0627,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi
46813,MTD4953,Pyrococcus abyssi,specific Growth,0.392563,h^-1,0.00010905,s^-1,76.9761,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi
46814,MTD4953,Pyrococcus abyssi,specific Growth,0.573789,h^-1,0.00015939,s^-1,80.1162,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi
46815,MTD4953,Pyrococcus abyssi,specific Growth,0.977184,h^-1,0.00027144,s^-1,85.1036,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi
46816,MTD4953,Pyrococcus abyssi,specific Growth,1.20686,h^-1,0.00033524,s^-1,90.0847,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi
46817,MTD4953,Pyrococcus abyssi,specific Growth,1.2602,h^-1,0.00035006,s^-1,96.0131,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi
46818,MTD4953,Pyrococcus abyssi,specific Growth,1.0351700000000001,h^-1,0.00028755,s^-1,100.16,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi
46819,MTD4953,Pyrococcus abyssi,specific Growth,0.163938,h^-1,4.55e-05,s^-1,101.491,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,,,Pyrococcus abyssi
46913,MTD4962,Methanogenium frigidum,Specific Growth,0.026402600000000002,d^-1,3.1e-07,s^-1,0.0359491,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46914,MTD4962,Methanogenium frigidum,Specific Growth,0.0325671,d^-1,3.8e-07,s^-1,0.0341024,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46915,MTD4962,Methanogenium frigidum,Specific Growth,0.08769930000000001,d^-1,1.02e-06,s^-1,4.05267,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46916,MTD4962,Methanogenium frigidum,Specific Growth,0.0907816,d^-1,1.05e-06,s^-1,4.05175,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46917,MTD4962,Methanogenium frigidum,Specific Growth,0.0990008,d^-1,1.15e-06,s^-1,4.04929,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46918,MTD4962,Methanogenium frigidum,Specific Growth,0.165,d^-1,1.91e-06,s^-1,9.99443,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46919,MTD4962,Methanogenium frigidum,Specific Growth,0.188629,d^-1,2.18e-06,s^-1,9.943489999999999,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46920,MTD4962,Methanogenium frigidum,Specific Growth,0.201473,d^-1,2.33e-06,s^-1,9.9835,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46921,MTD4962,Methanogenium frigidum,Specific Growth,0.23537800000000003,d^-1,2.72e-06,s^-1,9.97335,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46922,MTD4962,Methanogenium frigidum,Specific Growth,0.22890300000000002,d^-1,2.65e-06,s^-1,14.9314,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46923,MTD4962,Methanogenium frigidum,Specific Growth,0.215547,d^-1,2.49e-06,s^-1,14.9354,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46924,MTD4962,Methanogenium frigidum,Specific Growth,0.21195100000000003,d^-1,2.45e-06,s^-1,14.9365,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46925,MTD4962,Methanogenium frigidum,Specific Growth,0.22333699999999998,d^-1,2.58e-06,s^-1,16.9945,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46926,MTD4962,Methanogenium frigidum,Specific Growth,0.129327,d^-1,1.5e-06,s^-1,16.9788,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46927,MTD4962,Methanogenium frigidum,Specific Growth,0.11751199999999999,d^-1,1.36e-06,s^-1,16.9823,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46928,MTD4962,Methanogenium frigidum,Specific Growth,0.11083599999999999,d^-1,1.28e-06,s^-1,17.0282,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46929,MTD4962,Methanogenium frigidum,Specific Growth,0.09447660000000001,d^-1,1.09e-06,s^-1,18.9629,Celsius,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,frigidum,,,Methanogenium frigidum
46957,MTD4967,Thermococcus fumicolans,specific Growth,0.00376069,h^-1,1.04e-06,s^-1,73.5271,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans
46958,MTD4967,Thermococcus fumicolans,specific Growth,0.1534,h^-1,4.26e-05,s^-1,76.5733,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans
46959,MTD4967,Thermococcus fumicolans,specific Growth,0.406584,h^-1,0.00011294,s^-1,80.4715,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans
46960,MTD4967,Thermococcus fumicolans,specific Growth,0.7225590000000001,h^-1,0.00020071,s^-1,84.0438,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans
46961,MTD4967,Thermococcus fumicolans,specific Growth,0.624741,h^-1,0.00017354,s^-1,89.5936,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans
46962,MTD4967,Thermococcus fumicolans,specific Growth,0.493043,h^-1,0.00013696,s^-1,94.458,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans
46963,MTD4967,Thermococcus fumicolans,specific Growth,0.280467,h^-1,7.79e-05,s^-1,99.2149,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans
46964,MTD4967,Thermococcus fumicolans,specific Growth,0.24788600000000002,h^-1,6.890000000000001e-05,s^-1,103.156,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans
46965,MTD4967,Thermococcus fumicolans,specific Growth,0.0057346,h^-1,1.59e-06,s^-1,104.559,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,fumicolans,,,Thermococcus fumicolans
46966,MTD4968,Thermococcus hydrothermalis,specific Growth,0.0819212,h^-1,2.2800000000000002e-05,s^-1,55.1888,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46967,MTD4968,Thermococcus hydrothermalis,specific Growth,0.21048200000000003,h^-1,5.85e-05,s^-1,60.1638,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46968,MTD4968,Thermococcus hydrothermalis,specific Growth,0.226014,h^-1,6.28e-05,s^-1,64.969,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46969,MTD4968,Thermococcus hydrothermalis,specific Growth,0.245763,h^-1,6.829999999999999e-05,s^-1,69.8933,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46970,MTD4968,Thermococcus hydrothermalis,specific Growth,0.346149,h^-1,9.620000000000001e-05,s^-1,74.8567,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46971,MTD4968,Thermococcus hydrothermalis,specific Growth,0.419336,h^-1,0.00011648,s^-1,79.8486,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46972,MTD4968,Thermococcus hydrothermalis,specific Growth,0.36137800000000003,h^-1,0.00010038,s^-1,84.9781,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46973,MTD4968,Thermococcus hydrothermalis,specific Growth,0.40639200000000003,h^-1,0.00011289,s^-1,89.9996,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46974,MTD4968,Thermococcus hydrothermalis,specific Growth,0.175494,h^-1,4.8700000000000005e-05,s^-1,94.9396,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46975,MTD4968,Thermococcus hydrothermalis,specific Growth,0.18650799999999998,h^-1,5.18e-05,s^-1,99.9967,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
46976,MTD4968,Thermococcus hydrothermalis,specific Growth,0.00224623,h^-1,6.2e-07,s^-1,105.01100000000001,Celsius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,hydrothermalis,,,Thermococcus hydrothermalis
47274,MTD5004,Methanococcus vulcanius,Growth rate,0.00257669,h^-1,7.2e-07,s^-1,48.9398,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47275,MTD5004,Methanococcus vulcanius,Growth rate,0.028881200000000003,h^-1,8.02e-06,s^-1,50.0873,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47276,MTD5004,Methanococcus vulcanius,Growth rate,0.09595269999999999,h^-1,2.6700000000000002e-05,s^-1,54.9797,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47277,MTD5004,Methanococcus vulcanius,Growth rate,0.2012,h^-1,5.59e-05,s^-1,59.7625,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47278,MTD5004,Methanococcus vulcanius,Growth rate,0.360761,h^-1,0.00010021,s^-1,64.8157,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47279,MTD5004,Methanococcus vulcanius,Growth rate,0.56865,h^-1,0.00015796,s^-1,70.4303,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47280,MTD5004,Methanococcus vulcanius,Growth rate,0.70798,h^-1,0.00019666,s^-1,74.623,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47281,MTD5004,Methanococcus vulcanius,Growth rate,0.793142,h^-1,0.00022032,s^-1,79.5092,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47282,MTD5004,Methanococcus vulcanius,Growth rate,0.566751,h^-1,0.00015743,s^-1,84.5033,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47283,MTD5004,Methanococcus vulcanius,Growth rate,0.20143699999999998,h^-1,5.6000000000000006e-05,s^-1,88.0034,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47284,MTD5004,Methanococcus vulcanius,Growth rate,0.026755,h^-1,7.43e-06,s^-1,89.31700000000001,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47285,MTD5004,Methanococcus vulcanius,Growth rate,0.00674202,h^-1,1.87e-06,s^-1,89.9022,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,,,Methanocaldococcus vulcanius
47297,MTD5007,Methanococcus jannaschii,Growth Rate,0.186013,h^-1,5.17e-05,s^-1,51.2012,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,,,Methanocaldococcus jannaschii
47298,MTD5007,Methanococcus jannaschii,Growth Rate,0.258181,h^-1,7.170000000000001e-05,s^-1,56.0508,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,,,Methanocaldococcus jannaschii
47299,MTD5007,Methanococcus jannaschii,Growth Rate,0.36585700000000004,h^-1,0.00010163,s^-1,60.9791,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,,,Methanocaldococcus jannaschii
47300,MTD5007,Methanococcus jannaschii,Growth Rate,0.764479,h^-1,0.00021236,s^-1,70.277,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,,,Methanocaldococcus jannaschii
47301,MTD5007,Methanococcus jannaschii,Growth Rate,1.15339,h^-1,0.00032039,s^-1,75.5411,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,,,Methanocaldococcus jannaschii
47302,MTD5007,Methanococcus jannaschii,Growth Rate,1.32346,h^-1,0.00036763,s^-1,82.2384,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,,,Methanocaldococcus jannaschii
47303,MTD5007,Methanococcus jannaschii,Growth Rate,1.43688,h^-1,0.00039913,s^-1,86.2145,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,,,Methanocaldococcus jannaschii
47304,MTD5007,Methanococcus jannaschii,Growth Rate,0.018474200000000003,h^-1,5.13e-06,s^-1,99.8562,Celsius,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,,,Methanocaldococcus jannaschii
47363,MTD5015,Methanobacterium subterraneum,Growth Rate,0.031700099999999995,h^-1,8.81e-06,s^-1,3.60868,Celsius,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,subterraneum,,,Methanobacterium subterraneum
47364,MTD5015,Methanobacterium subterraneum,Growth Rate,0.0517425,h^-1,1.4400000000000001e-05,s^-1,13.0588,Celsius,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,subterraneum,,,Methanobacterium subterraneum
47365,MTD5015,Methanobacterium subterraneum,Growth Rate,0.061778,h^-1,1.7199999999999998e-05,s^-1,16.9395,Celsius,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,subterraneum,,,Methanobacterium subterraneum
47366,MTD5015,Methanobacterium subterraneum,Growth Rate,0.0783956,h^-1,2.18e-05,s^-1,19.8312,Celsius,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,subterraneum,,,Methanobacterium subterraneum
47367,MTD5015,Methanobacterium subterraneum,Growth Rate,0.114169,h^-1,3.17e-05,s^-1,24.8213,Celsius,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,subterraneum,,,Methanobacterium subterraneum
47368,MTD5015,Methanobacterium subterraneum,Growth Rate,0.128223,h^-1,3.5600000000000005e-05,s^-1,29.9961,Celsius,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,subterraneum,,,Methanobacterium subterraneum
47369,MTD5015,Methanobacterium subterraneum,Growth Rate,0.129623,h^-1,3.6e-05,s^-1,36.8513,Celsius,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,subterraneum,,,Methanobacterium subterraneum
47370,MTD5015,Methanobacterium subterraneum,Growth Rate,0.130076,h^-1,3.6099999999999997e-05,s^-1,39.931,Celsius,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,subterraneum,,,Methanobacterium subterraneum
